,Title,Orchestra,Singer,Record Date,Genre,Duration,Label,Disc type,Disc No.
855,Poema,Francisco Canaro y su Orquesta Típica,Roberto Maida,1935-06-11,Tango,03:25,Odeon,Shellac,4945
856,Hotel Victoria,Francisco Canaro y su Orquesta Típica,Instrumental,1935-06-18,Tango,02:45,Odeon,Shellac,4947
857,Canaro,Francisco Canaro y su Orquesta Típica,Instrumental,1935-06-18,Tango,02:55,Odeon,Shellac,4980
858,De puro guapo,Francisco Canaro y su Orquesta Típica,Roberto Maida,1935-07-24,Tango,02:45,Odeon,Shellac,8251
859,Tangón,Francisco Canaro y su Orquesta Típica,Roberto Maida,1935-08-21,Nueva danza,03:12,Odeon,Shellac,4954
860,El buey solo,Francisco Canaro y su Orquesta Típica,Instrumental,1935-09-27,Tango,03:08,Odeon,Shellac,4957
861,El que a hierro mata...,Francisco Canaro y su Orquesta Típica,Roberto Maida,1935-09-30,Tango,03:04,Odeon,Shellac,GO 12591
862,El internado,Francisco Canaro y su Orquesta Típica,Instrumental,1935-08-11,Tango,02:35,Odeon,Shellac,4964
863,Yo también soñé,Francisco Canaro y su Orquesta Típica,Charlo,1935-12-31,Tango,03:12,Odeon,Shellac,16102
865,Secreto de amor,Francisco Canaro y su Orquesta Típica,Roberto Maida,1936-03-18,Vals,02:56,Odeon,Shellac,4975
866,El caburé,Francisco Canaro y su Orquesta Típica,Instrumental,1936-04-13,Tango,02:29,Odeon,Shellac,4983
867,Buen amigo,Francisco Canaro y su Orquesta Típica,Instrumental,1936-07-14,Tango,03:14,Odeon,Shellac,4993
868,Silueta porteña,Francisco Canaro y su Orquesta Típica,Roberto Maida,1936-07-17,Milonga,02:47,Odeon,Shellac,4995
869,¡Qué le importa al mundo!,Francisco Canaro y su Orquesta Típica,Roberto Maida,1936-08-26,Tango,03:02,Odeon,Shellac,5002
870,El porteño,Francisco Canaro y su Orquesta Típica,Roberto Maida,1936-09-01,Tangón,03:18,Odeon,Shellac,4998
871,Don Álvaro,Francisco Canaro y su Orquesta Típica,Instrumental,1937-02-19,Tango,02:30,Odeon,Shellac,5018
872,Viejas alegrías,Francisco Canaro y su Orquesta Típica,Roberto Maida,1937-05-27,Tango,02:50,Odeon,Shellac,5031
873,Cara sucia,Francisco Canaro y su Orquesta Típica,Roberto Maida,1937-06-08,Tango,02:37,Odeon,Shellac,5039
874,Milonga triste,Francisco Canaro y su Orquesta Típica,Roberto Maida,1937-08-10,Milonga,03:27,Odeon,Shellac,5052
875,Viejos tiempos,Francisco Canaro y su Orquesta Típica,Roberto Maida,1937-09-28,Tango,02:31,Odeon,Shellac,5050
876,Condena,Francisco Canaro y su Orquesta Típica,Roberto Maida,1937-11-08,Tango,02:31,Odeon,Shellac,5056
877,Rincón florido,Francisco Canaro y su Orquesta Típica,Roberto Maida,1937-11-08,Tango,02:32,Odeon,Shellac,5057
878,La melodía de nuestro adiós,Francisco Canaro y su Orquesta Típica,Instrumental,1938-03-03,Tango,02:55,Odeon,Shellac,5060
879,Derecho viejo,Francisco Canaro y su Quinteto Don Pancho,Instrumental,1938-03-15,Tango,02:26,Odeon,Shellac,4106
880,Corazón de oro,Francisco Canaro y su Orquesta Típica,Instrumental,1938-03-24,Vals,03:13,Odeon,Shellac,5064
881,Lorenzo,Francisco Canaro y su Orquesta Típica,Instrumental,1938-03-24,Tango,02:29,Odeon,Shellac,5063
882,Marianito,Francisco Canaro y su Quinteto Don Pancho,Instrumental,1938-04-21,Tango,02:48,Odeon,Shellac,4107
883,Muchachita del campo,Francisco Canaro y su Orquesta Típica,,1938-05-23,Tango,02:45,Odeon,Shellac,5067
884,Milongón,Francisco Canaro y su Orquesta Típica,Instrumental,1938-06-20,,02:39,Odeon,Shellac,5081
885,Pecado mortal,Francisco Canaro y su Orquesta Típica,Instrumental,1938-07-14,Tango,02:32,Odeon,Shellac,5074
886,Reliquias porteñas,Francisco Canaro y su Orquesta Típica,Instrumental,1938-07-14,Milonga,02:36,Odeon,Shellac,5075
887,Frío,Francisco Canaro y su Orquesta Típica,Roberto Maida,1938-07-26,Tango,02:36,Odeon,Shellac,5076
888,Nada más,Francisco Canaro y su Orquesta Típica,Roberto Maida,1938-08-22,Tango,02:51,Odeon,Shellac,5078
889,Tu bondad,Francisco Canaro y su Orquesta Típica,Roberto Maida,1938-08-22,Tango,02:42,Odeon,Shellac,5079
890,El triunfo de tus ojos,Francisco Canaro y su Orquesta Típica,Roberto Maida,1937-10-07,Vals,02:53,Odeon,Shellac,5080
891,Olvidame,Francisco Canaro y su Orquesta Típica,Roberto Maida,1938-11-18,Tango,02:29,Odeon,Shellac,5085
892,Dime que sí,Francisco Canaro y su Orquesta Típica,Francisco Amor,1938-11-29,Vals,03:03,Odeon,Shellac,5085
893,La viruta,Francisco Canaro y su Quinteto Don Pancho,Instrumental,1938-12-13,Tango,02:22,Odeon,Shellac,30105
896,Recuerdos,Francisco Canaro y su Quinteto Don Pancho,Instrumental,1937-11-15,Polca,02:41,Odeon,Shellac,4103
897,El pardo Cejas,Francisco Canaro y su Quinteto Don Pancho,Instrumental,1938-03-03,Tango,02:21,Odeon,Shellac,4104
898,Rodríguez Peña,Francisco Canaro y su Quinteto Don Pancho,Instrumental,1938-03-24,Tango,02:52,Odeon,Shellac,4105
899,Champagne tango,Francisco Canaro y su Quinteto Don Pancho,Instrumental,1938-05-09,Tango,02:23,Odeon,Shellac,4108
900,Alma en pena,Francisco Canaro y su Quinteto Don Pancho,Instrumental,1938-06-20,Tango,02:46,Odeon,Shellac,4109
901,El garrón,Francisco Canaro y su Quinteto Don Pancho,Instrumental,1938-07-14,Tango,02:25,Odeon,Shellac,4110
902,Alfredo,Francisco Canaro y su Quinteto Don Pancho,Instrumental,1938-08-04,Tango,02:53,Odeon,Shellac,4111
903,El flete,Francisco Canaro y su Quinteto Don Pancho,Instrumental,1939-03-30,Tango,02:46,Odeon,Shellac,4114
904,Los indios,Francisco Canaro y su Quinteto Don Pancho,Instrumental,1951-06-19,Tango,02:35,Odeon,Shellac,55588
905,El irresistible,Francisco Canaro y su Quinteto Don Pancho,Instrumental,1939-05-22,Tango,02:37,Odeon,Shellac,4116
906,El ciruja,Francisco Canaro y su Quinteto Don Pancho,Instrumental,1939-09-14,Tango,02:23,Odeon,Shellac,4118
907,Joaquina,Francisco Canaro y su Quinteto Don Pancho,Instrumental,1939-11-29,Tango,02:40,Odeon,Shellac,4119
908,Por vos... yo me rompo todo,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1939-02-27,Tango,02:50,Odeon,Shellac,5093
909,Querubín,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1939-02-27,Polca,02:55,Odeon,Shellac,5126
910,Noche de estrellas,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1939-03-28,Vals,02:31,Odeon,Shellac,5096
911,La Zandunga,Francisco Canaro y su Orquesta Típica,Francisco Amor,1939-03-30,Canción Vals,03:07,Odeon,Shellac,5099
912,El paragüero,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1939-04-13,Arreglo en tiempo de Ranchera,02:36,Odeon,Shellac,5098
913,España y Argentina,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1939-04-13,Pasodoble,02:57,Odeon,Shellac,5108
914,Mosterio,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1939-09-11,Tango,02:44,Odeon,Shellac,5111
915,Yo nací para querer,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1939-10-09,Tango,02:44,Odeon,Shellac,5119
916,¡No me pregunten por qué!,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1939-10-25,Tango,02:51,Odeon,Shellac,5124
917,No hay tierra como la mía,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1939-11-23,Milonga,02:46,Odeon,Shellac,5278
918,El vals del estudiante,Francisco Canaro y su Orquesta Típica,Ernesto Famá,1939-11-29,Vals,03:00,Odeon,Shellac,5123
919,Hotel Victoria,Francisco Canaro y su Orquesta Típica,Instrumental,1935-06-18,Tango,02:36,Odeon,Shellac,4947
920,Milonga querida,Edgardo Donato y su Orquesta Típica,Teófilo Ibáñez,,Tango,03:12,Brunswick,Shellac,1080
921,Rosas blancas,Edgardo Donato y su Orquesta Típica,Luis Díaz,,Tango,02:39,Brunswick,Shellac,1054
922,El huracán,Edgardo Donato y sus muchachos,Félix Gutiérrez,1932-12-09,Tango,02:50,RCA Victor,Shellac,37326
923,La novena,Edgardo Donato y su Orquesta Típica,Félix Gutiérrez,1933-07-13,Tango,02:53,RCA Victor,Shellac,37448
924,Riachuelo,Edgardo Donato y sus muchachos,Antonio Maida,1934-06-28,Tango,02:50,RCA Victor,Shellac,37608
925,La caida de la estantería,Edgardo Donato y sus muchachos,Hugo Del Carril,1935-02-05,Tango,02:48,RCA Victor,Shellac,37719
926,El vals de los recuerdos,Edgardo Donato y su Orquesta Típica,Hugo Del Carril,1935-04-04,Vals,02:26,RCA Victor,Shellac,37744
927,Mi Sevilla,Edgardo Donato y su Orquesta Típica,Horacio Lagos,,Pasodoble,02:52,RCA Victor,Shellac,37827
928,"Che, Carolina!",Edgardo Donato y sus muchachos,Horacio Lagos,,Ranchera,02:30,RCA Victor,Shellac,37845
929,Tengo flor y no la niego,Edgardo Donato y sus muchachos,Horacio Lagos,1936-01-17,Ranchera,02:26,RCA Victor,Shellac,37872
930,La tablada,Edgardo Donato y su Orquesta Típica,Instrumental,1936-08-06,Tango,02:45,RCA Victor,Shellac,37968
931,Adiós a Gardel,Edgardo Donato y su Orquesta Típica,Horacio Lagos,1936-10-07,Corrido con estribillo,02:35,RCA Victor,Shellac,38010
932,Hacete cartel,Edgardo Donato y sus muchachos,Horacio Lagos,1937-07-16,Tango,02:29,RCA Victor,Shellac,38237
933,Virgencita,Edgardo Donato y sus muchachos,Horacio Lagos,1937-11-29,Vals,02:14,RCA Victor,Shellac,38328
934,El estagiario,Edgardo Donato y su Orquesta Típica,Instrumental,1938-02-05,Tango,02:20,RCA Victor,Shellac,38374
935,Sacale punta,Edgardo Donato y sus muchachos,Horacio Lagos,1938-03-09,Milonga tangueada,02:14,RCA Victor,Shellac,38397
936,Lágrimas,Edgardo Donato y sus muchachos,Horacio Lagos,1939-03-06,Tango,02:47,RCA Victor,Shellac,38678
937,Pasión criolla,Edgardo Donato y sus muchachos,Instrumental,1939-08-02,Tango,02:20,RCA Victor,Shellac,38778
938,Mi serenata,Edgardo Donato y su Orquesta Típica,,1940-01-11,Tango,02:58,RCA Victor,Shellac,38897
939,Sinfonía de arrabal,Edgardo Donato y sus muchachos,Horacio Lagos y Lita Morales y Romeo Gavioli,1940-04-05,Tango,03:08,RCA Victor,Shellac,38950
940,El distinguido ciudadano,Edgardo Donato y sus muchachos,Instrumental,1940-07-18,Tango,02:28,RCA Victor,Shellac,39042
941,Fue mi salvación,Edgardo Donato y sus muchachos,Horacio Lagos,1940-11-22,Tango,02:26,RCA Victor,Shellac,39150
942,Amando en silencio,Edgardo Donato y su Orquesta Típica,Horacio Lagos y Romeo Gavioli,1941-02-05,Tango,02:49,HMV,Shellac,39216
943,A oscuras,Edgardo Donato y su Orquesta Típica,Horacio Lagos,1941-06-11,Tango,02:46,HMV,Shellac,39314
944,Barrio tranquilo,Edgardo Donato y sus muchachos,Pablo Lozano,1945-03-21,Tango,02:29,RCA Victor,Shellac,60-0655
945,El acomodo,Edgardo Donato y su Orquesta Típica,Instrumental,1952-01-18,Tango,02:23,Pampa,Shellac,PM-14012
946,Manantial,Edgardo Donato y su Orquesta Típica,Instrumental,1956-10-02,Tango,02:57,Pampa,Shellac,PS-5075
947,El caballo del pueblo,Francisco Lomuto y su Orquesta Típica,Jorge Omar,1935-08-27,Tango,03:02,RCA Victor,Shellac,37823
948,Luis María,Francisco Lomuto y su Orquesta Típica,Jorge Omar,1935-11-26,Tango,02:25,RCA Victor,Shellac,37848
949,A la gran muñeca,Francisco Lomuto y su Orquesta Típica,Jorge Omar,1936-01-15,Tango,03:01,RCA Victor,Shellac,37871
950,Después arreglamos,Francisco Lomuto y su Orquesta Típica,Jorge Omar,1936-03-12,Tango,03:02,RCA Victor,Shellac,37885
951,Rival,Francisco Lomuto y su Orquesta Típica,Jorge Omar,1936-07-02,Vals,03:06,RCA Victor,Shellac,37953
952,Mano a mano,Francisco Lomuto y su Orquesta Típica,Jorge Omar,1936-10-03,Tango,03:17,RCA Victor,Shellac,38008
953,Que nadie se entere,Francisco Lomuto y su Orquesta Típica,Jorge Omar,1936-12-03,Tango,02:26,RCA Victor,Shellac,38048
954,Éramos tres,Francisco Lomuto y su Orquesta Típica,Jorge Omar,1937-04-02,Tango,02:42,RCA Victor,Shellac,38136
955,Viejas alegrías,Francisco Lomuto y su Orquesta Típica,Jorge Omar,1937-07-07,Tango,02:48,RCA Victor,Shellac,38225
956,Muñeca de cristal,Francisco Lomuto y su Orquesta Típica,Jorge Omar,1937-07-30,Vals,02:30,RCA Victor,Shellac,38241
957,Don Juan Malevo,Francisco Lomuto y su Orquesta Típica,Jorge Omar,1937-07-30,Tango,02:44,RCA Victor,Shellac,38259
958,Rincon florido,Francisco Lomuto y su Orquesta Típica,Jorge Omar,1937-12-26,Tango,02:31,RCA Victor,Shellac,38373
959,Violín gitano,Francisco Lomuto y su Orquesta Típica,Jorge Omar,1938-02-09,En tiempo de Tango,03:14,RCA Victor,Shellac,38395
960,Yo seré como tú quieras,Francisco Lomuto y su Orquesta Típica,Jorge Omar,1938-06-24,Tango,02:32,RCA Victor,Shellac,38497
961,Desaliento,Francisco Lomuto y su Orquesta Típica,Jorge Omar,1938-08-12,Tango,02:26,RCA Victor,Shellac,38529
962,Vendrás alguna vez,Francisco Lomuto y su Orquesta Típica,Jorge Omar,1938-08-24,Tango,02:29,RCA Victor,Shellac,38541
963,Dime que sí,Francisco Lomuto y su Orquesta Típica,Jorge Omar,1938-11-04,Vals canción,02:29,RCA Victor,Shellac,38602
964,Puerta cerrada,Francisco Lomuto y su Orquesta Típica,Jorge Omar,1939-02-17,Tango,02:32,RCA Victor,Shellac,38666
965,Mala suerte,Francisco Lomuto y su Orquesta Típica,Jorge Omar,1939-02-17,Tango,03:01,RCA Victor,Shellac,38667
966,Por la vuelta,Francisco Lomuto y su Orquesta Típica,Jorge Omar,1939-02-28,Tango,02:31,RCA Victor,Shellac,38672
967,"Salud, dinero y amor",Francisco Lomuto y su Orquesta Típica,Jorge Omar,1939-08-08,Vals,02:21,RCA Victor,Shellac,38783
968,El día que te fuiste,Francisco Lomuto y su Orquesta Típica,Fernando Díaz y Jorge Omar,1940-04-04,Vals,02:51,RCA Victor,Shellac,38965
969,Amor en Budapest,Francisco Lomuto y su Orquesta Típica,Jorge Omar,1941-02-28,Foxtrot,02:26,RCA Victor,Shellac,39245
970,Buenos Aires,Francisco Lomuto y su Orquesta Típica,Jorge Omar,1941-06-27,Tango,02:41,HMV,Shellac,39329
971,Loco torbellino,Francisco Lomuto y su Orquesta Típica,Jorge Omar,1941-11-06,Tango,02:30,RCA Victor,Shellac,39456
972,Los ojos más lindos,Francisco Lomuto y su Orquesta Típica,Jorge Omar,1942-06-17,Tango,02:24,RCA Victor,Shellac,39639
973,Nunca más,Francisco Lomuto y su Orquesta Típica Sinfónica,Alberto Hilarion Acuña y Fernando Díaz,1931-08-27,Tango,02:40,RCA Victor,Shellac,37041
974,Colo,Francisco Lomuto y su Orquesta Típica Sinfónica,Fernando Díaz,1931-09-24,Tango,03:07,RCA Victor,Shellac,37071
975,A su memoria,Francisco Lomuto y su Orquesta Típica Sinfónica,Alberto Hilarion Acuña y Fernando Díaz,1931-10-01,Vals,02:50,RCA Victor,Shellac,37078
976,Sueño de juventud,Francisco Lomuto y su Orquesta Típica Sinfónica,Fernando Díaz,1931-10-08,Vals,03:16,RCA Victor,Shellac,37080
977,El irresistible,Francisco Lomuto y su Orquesta Típica Sinfónica,Fernando Díaz,1931-11-04,Tango,02:25,RCA Victor,Shellac,37098
978,El aguacero,Francisco Lomuto y su Orquesta Típica Sinfónica,Alberto Hilarion Acuña y Fernando Díaz,1931-11-09,Tango,03:12,RCA Victor,Shellac,37099
979,Intimas,Francisco Lomuto y su Orquesta Típica Sinfónica,Fernando Díaz,1931-12-22,Tango,02:44,RCA Victor,Shellac,37122
980,Aquel nocturno,Francisco Lomuto y su Orquesta Típica Sinfónica,Fernando Díaz,1932-05-09,Tango,03:16,RCA Victor,Shellac,37189
981,"Suscribite al 6,67%",Francisco Lomuto y su Orquesta Típica Sinfónica,Fernando Díaz,1932-08-29,Tango,02:42,RCA Victor,Shellac,37269
982,Papanata,Francisco Lomuto y su Orquesta Típica Sinfónica,Fernando Díaz,1932-09-27,Tango,02:37,RCA Victor,Shellac,37286
983,Si soy así,Francisco Lomuto y su Orquesta Típica,Fernando Díaz,1933-06-14,Tango,03:15,RCA Victor,Shellac,37433
984,Cobardía,Francisco Lomuto y su Orquesta Típica,Fernando Díaz,1933-07-07,Tango,03:09,RCA Victor,Shellac,37437
985,Cadenas,Francisco Lomuto y su Orquesta Típica,Fernando Díaz,1933-10-06,Tango,02:33,RCA Victor,Shellac,37492
986,Dímelo al oído,Francisco Lomuto y su Orquesta Típica,Fernando Díaz,1934-02-19,Tango,02:26,RCA Victor,Shellac,37551
987,Esquinas porteñas,Francisco Lomuto y su Orquesta Típica,Fernando Díaz,1934-03-23,Vals,02:39,RCA Victor,Shellac,37559
988,Lirio blanco,Francisco Lomuto y su Orquesta Típica,Fernando Díaz,1934-04-10,Vals,03:01,RCA Victor,Shellac,37570
989,Lo que no escuchó Dios,Francisco Lomuto y su Orquesta Típica,Fernando Díaz,1934-06-21,Vals,03:06,RCA Victor,Shellac,37610
990,Cambalache,Francisco Lomuto y su Orquesta Típica,Fernando Díaz,1934-12-27,Tango,03:27,RCA Victor,Shellac,37708
991,Mosterio,Francisco Lomuto y su Orquesta Típica,Fernando Díaz,1939-07-14,Tango,02:50,RCA Victor,Shellac,38766
992,Tango amigo,Francisco Lomuto y su Orquesta Típica,Fernando Díaz,1939-08-29,Tango,02:30,HMV,Shellac,38799
993,Tengo mil novias,Francisco Lomuto y su Orquesta Típica,Fernando Díaz,1940-02-08,Vals,02:19,RCA Victor,Shellac,38919
994,Cuando estaba enamorado,Francisco Lomuto y su Orquesta Típica,Fernando Díaz,1940-04-11,Vals,02:15,RCA Victor,Shellac,38983
995,Isabelita,Francisco Lomuto y su Orquesta Típica,Fernando Díaz,1940-08-12,Vals,02:34,RCA Victor,Shellac,39056
996,Martirio,Francisco Lomuto y su Orquesta Típica,Fernando Díaz,1940-09-18,Tango,03:10,RCA Victor,Shellac,39085
997,Bajo un cielo de estrellas,Francisco Lomuto y su Orquesta Típica,Fernando Díaz,1941-04-09,Vals,02:46,RCA Victor,Shellac,39263
998,Como abrazado a un rencor,Francisco Lomuto y su Orquesta Típica,Fernando Díaz,1941-08-13,Tango,02:31,HMV,Shellac,39416
999,Ya no cantas chingolo,Francisco Lomuto y su Orquesta Típica,Fernando Díaz y Jorge Omar,1942-05-05,Tango,02:41,HMV,Shellac,39598
1000,Amigos de ayer,Francisco Lomuto y su Orquesta Típica,Fernando Díaz,1942-10-20,Tango,02:57,RCA Victor,Shellac,39845
1001,Ella es así,Edgardo Donato y sus muchachos,Horacio Lagos,1938-10-10,Milonga,02:34,RCA Victor,Shellac,38578
1002,Ladrona de Sevilla,Edgardo Donato y su Orquesta Típica,Antonio Maida,1934-09-14,Pasodoble,02:41,RCA Victor,Shellac,37656
1003,Gallito,Edgardo Donato y sus muchachos,Instrumental,1936-08-06,Pasodoble Flamenco,03:07,RCA Victor,Shellac,37968
1004,No te cases,Edgardo Donato y sus muchachos,Horacio Lagos,1937-01-23,Tango,02:29,RCA Victor,Shellac,38092
1005,El huracán,Edgardo Donato y sus muchachos,Félix Gutiérrez,1932-12-09,Tango,02:51,RCA Victor,Shellac,39139
1006,La cumparsita,Edgardo Donato y sus muchachos,Instrumental,1935-05-06,Tango,02:15,RCA Victor,Shellac,37757
1007,Estrellita mía,Edgardo Donato y sus muchachos,Horacio Lagos y Lita Morales y Romeo Gavioli,1940-09-30,Vals,02:36,RCA Victor,Shellac,39103
1008,Carnaval de mi barrio,Edgardo Donato y sus muchachos,Horacio Lagos y Lita Morales,1939-03-23,Tango,02:25,RCA Victor,Shellac,38692
1009,El adiós,Edgardo Donato y sus muchachos,Horacio Lagos,1938-04-02,Tango,03:15,RCA Victor,Shellac,38418
1011,"Ay, Catalina",Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1940-03-15,Pasodoble,02:03,Odeon,Shellac,7217
1012,Por aquí... Por allá...,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1940-06-04,Vals,03:22,Odeon,Shellac,7219
1013,Danza maligna,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1940-07-31,Tango,02:20,Odeon,Shellac,7221
1014,Isabelita,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1940-08-13,Vals,02:49,Odeon,Shellac,7222
1015,Falsa moneda,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1940-08-20,Pasodoble,02:19,Odeon,Shellac,7223
1016,A media luz,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1940-11-20,Tango,02:03,Odeon,Shellac,7224
1017,"A mal tiempo, buena cara",Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1940-12-18,Tango,02:55,Odeon,Shellac,7225
1018,Que bonito es ser soldado,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1941-05-12,Pasodoble,02:21,Odeon,Shellac,7229
1019,La gayola,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1941-06-09,Tango,02:55,Odeon,Shellac,7231
1020,Cantar gitano,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1941-07-15,Foxtrot,02:27,Odeon,Shellac,7233
1021,Con tu mirar,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1941-09-24,Vals,02:05,Odeon,Shellac,55462
1022,"Chunga que sí, chunga que no",Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1941-11-26,Milonga,02:20,Odeon,Shellac,7236
1023,El huérfano,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1942-01-20,Tango,03:01,Odeon,Shellac,7238
1024,Amigos de ayer,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1942-02-13,Tango,02:16,Odeon,Shellac,7239
1025,La canción del soltero,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1942-03-10,Vals,02:42,Odeon,Shellac,7239
1026,Carro viejo,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1942-04-22,Tango,02:35,Odeon,Shellac,7241
1027,Los Gitanitos,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1942-05-13,Vals,02:49,Odeon,Shellac,7242
1028,Paresito faraón,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1942-06-10,Pasodoble,02:54,Odeon,Shellac,7243
1029,Cantando las estrellas,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1942-07-30,Foxtrot,02:15,Odeon,Shellac,7244
1030,La viudita de la esquina,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1942-09-17,Corrido con estribillo,02:32,Odeon,Shellac,7245
1031,Suavemente,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1942-10-22,Foxtrot,02:56,Odeon,Shellac,7246
1032,Como has cambiado pebeta,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1942-11-19,Tango,02:28,Odeon,Shellac,7247
1033,Yo también tuve un cariño,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1942-12-03,Tango,02:35,Odeon,Shellac,7249
1034,¡Que casualidad!,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1942-12-03,Corrido con estribillo,02:28,Odeon,Shellac,7248
1035,Mi piba,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1943-05-14,Tango,02:41,Odeon,Shellac,7253
1036,No te mires en el río,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1943-05-28,Arreglo en Vals,02:53,Odeon,Shellac,7255
1037,Mujeres feas,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1943-08-02,Foxtrot,02:52,Odeon,Shellac,30225
1038,Maruska,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1943-09-15,Foxtrot,02:07,Odeon,Shellac,7257
1039,En el Volga yo te espero,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1943-10-15,Vals,02:33,Odeon,Shellac,7258
1040,El boulevard de la desilusión,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1943-12-12,Foxtrot,02:12,Odeon,Shellac,7260
1041,Santa Marta,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1944-06-16,Foxtrot,02:08,Odeon,Shellac,7265
1042,Rezongando… rezongando…,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1944-07-20,Tango,02:50,Odeon,Shellac,7268
1043,Tú!... El cielo y tú!,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1944-11-28,Tango,02:45,Odeon,Shellac,7272
1044,Vuelve el tren,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1944-12-21,Foxtrot,03:00,Odeon,Shellac,55970
1045,Luna llena,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1945-01-18,Tango,02:56,Odeon,Shellac,7274
1046,Traje de novia,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1945-03-16,Tango,02:44,Odeon,Shellac,7276
1047,Hagamos nuestra casita,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1945-04-27,Foxtrot,02:36,Odeon,Shellac,7277
1048,Marcelina,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1945-05-30,Foxtrot,02:28,Odeon,Shellac,7278
1049,El niño de las monjas,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1945-06-17,Pasodoble,02:28,Odeon,Shellac,7279
1050,Tu íntimo secreto,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1945-10-24,Tango,03:02,Odeon,Shellac,7283
1051,Mis harapos,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1945-11-29,Arreglo en Foxtrot,02:59,Odeon,Shellac,7284
1052,En un pueblito de españa,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1945-12-26,Vals,02:28,Odeon,Shellac,55970
1053,"Que me sube, que me baja",Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1951-09-10,Vals,02:44,Odeon,Shellac,55427
1054,Adelita,Enrique Rodríguez y su Orquesta Típica,,1959-01-30,Corrido,02:57,Odeon,Shellac,52464
1055,El Vagabundo,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1960-03-25,Corrido Pasodoble,02:29,Odeon,Shellac,52596
1056,La luna se llama Lola,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1960-11-04,Corrido,02:47,Odeon,Shellac,52686
1057,Total para qué,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1961-08-11,Corrido - Polca,02:13,Odeon,Shellac,52724
1058,Yo no merezco este castigo,Enrique Rodríguez y su Orquesta Típica,Armando Moreno,1962-08-07,Tango,02:58,Odeon,Shellac,52771
1059,Si se salva el pibe,Francisco Fiorentino y su Orquesta Típica,Francisco Fiorentino,1945-05-19,Tango,02:44,Odeon,Shellac,30201
1060,Diez años pasan,Francisco Fiorentino y su Orquesta Típica,Francisco Fiorentino,1945-06-07,Tango,02:55,Odeon,Shellac,30202
1061,Cotorrita de la suerte,Francisco Fiorentino y su Orquesta Típica,Francisco Fiorentino,1945-07-19,Tango,02:34,Odeon,Shellac,30203
1062,En las noches,Francisco Fiorentino y su Orquesta Típica,Francisco Fiorentino,1945-07-30,Tango,02:00,Odeon,Shellac,30204
