,Title,Rhythm,Year of Composition,Music Composer,Lyrics Composer,Genre,Vocalist,Ensemble,Instrumentalist,Recording Info,Duration,File ID
6186,Tal vez no tenga fin,Tango,,Horacio Salgán,"Gregorio Hernando, Mario Massouh Elmir",Tango,Sonia Ursini,Conjunto,Sonia Ursini,2006 Buenos Aires Fonopay 120/177,02:52,6968
6187,Tal vez porque la quiero,Tango,,Armando Pontier,Roberto Lambertucci,Tango,Néstor Real,Orquesta,Armando Pontier,1967 Buenos Aires Embassy 7003,03:02,690
6188,Tal vez será mi alcohol,Tango,1943,Lucio Demare,Homero Manzi,Tango,Raúl Berón,Orquesta,Lucio Demare,6-5-1943 Buenos Aires Odeon 8065 12757,,
6189,Tal vez será mi alcohol,Tango,1943,Lucio Demare,Homero Manzi,Tango,Libertad Lamarque,Orquesta,Mario Maurano,25-6-1943 Buenos Aires,03:06,3646
6190,Tal vez será su voz,Tango,1943,Lucio Demare,Homero Manzi,Tango,Alberto Marino,Orquesta,Aníbal Troilo,4-8-1943 Buenos Aires RCA-Victor 60-0189 77122,,
6191,Tal vez será su voz,Tango,1943,Lucio Demare,Homero Manzi,Tango,Raúl Berón,Orquesta,Lucio Demare,13-9-1943 Buenos Aires Odeon 8065 13130,,
6192,Talán talán,Tango,1924,Enrique Delfino,Alberto Vaccarezza,Tango,Carlos Gardel,Guitarras de Barbieri y Ricardo,,1924 Buenos Aires Odeon 18098 1851,02:24,6229
6193,Tallador,Tango,,Domingo Mattio,,Tango,Instrumental,Orquesta,Aníbal Troilo,10-10-1969 Buenos Aires RCA-Victor AVL-3918 9545,,
6194,Tamar,Tango,,Osvaldo Berlingieri,Oscar Núñez,Tango,Roberto Goyeneche,Orquesta,Aníbal Troilo,5-6-1963 Buenos Aires RCA-Victor AVL-3528 3865,02:50,1126
6195,Tambor moreno,Milonga,,"Juan Polito, Carlos Lazzari, Ángel Gatti","Juan Polito, Carlos Lazzari, Ángel Gatti",Milonga,Armando Laborde Jorge Valdez,Orquesta,Juan D'Arienzo,2-10-1964 Buenos Aires RCA-Victor AVL-3556 RAAN-4548,,
6196,Tan grande y tan zonzo,Tango,,Anselmo Aieta,Enrique Dizeo,Tango,Carlos Gardel,Guitarras de Aguilar y Barbieri,,21-6-1929 Buenos Aires Odeon 18282 4276,02:05,6221
6197,Tan lejos,Tango,,José Dames,Horacio Sanguinetti,Tango,Jorge Ledesma Héctor Alvarado,Orquesta,Alberto Mancione,5-7-1954 Buenos Aires RCA-Victor,,
6198,Tan solo cuatro besos,Tango,,Américo Pinella,Juan Tiggi,Tango,Alberto Cuello,Orquesta,Alfredo De Angelis,3-4-1967 Buenos Aires Odeon 7231-B 33307,,
6199,Tan solo por verte,Tango,1950,Fernando Cabarcos,Alfredo Lorenzo,Tango,Julio Sosa,Orquesta,Francini-Pontier,11-5-1950 Buenos Aires RCA-Victor 60-1974 93696,,
6200,Tan solo por verte,Tango,1950,Fernando Cabarcos,Alfredo Lorenzo,Tango,Luis Cardei,,Antonio Pisano,1995 Buenos Aires G 001,,
6201,Tan solo tú,Tango,1940,Mariano Mores,Marvil,Tango,Myrna Mores,Orquesta,Francisco Canaro,28-10-1940 Buenos Aires Odeon 5175 10796,02:57,888
6202,Tango (Voz de tango),Tango,,Sebastián Piana,Homero Manzi,Tango,Alberto Castillo,Orquesta,Ricardo Tanturi,20-7-1942 Buenos Aires RCA-Victor 39662 69808,,
6203,Tango [b],Tango,,Alberto Lago,Américo Cipriano,Tango,Nelly Omar,Con guitarras,,5-11-1997 Buenos Aires Magenta 512.510,,
6204,Tango amigo,Tango,1931,Francisco Lomuto,Manuel Romero,Tango,Carmen Del Moral,Orquesta,Francisco Lomuto,7-12-1939 Buenos Aires RCA-Victor 38799 12924,02:41,6911
6205,Tango amigo,Tango,1931,Francisco Lomuto,Manuel Romero,Tango,Armando Laborde,Orquesta,Juan D'Arienzo,11-12-1974 Buenos Aires RCA-Victor AVS-4308 RAAN-16797,,
6206,Tango argentino,Tango,1929,Juan Maglio,Alfredo Bigeschi,Tango,Carlos Gardel,Guitarras de Aguilar y Barbieri,,11-12-1929 Buenos Aires Odeon S/E 5033,02:22,7608
