,Title,Instrumentalist,Vocalist,Date,Location,Genre,Music Composer,Lyrics Composer,Year of Composition,Recording Info,File ID
0,A bailar,Orquesta Aníbal Troilo,Francisco Fiorentino,1943-11-05,Buenos Aires,Tango,Domingo Federico,Homero Expósito,1943,RCA-Victor 60-0271 77360,
1,A bailar,Orquesta Ricardo Malerba,Orlando Medina,1943-11-08,Buenos Aires,Tango,Domingo Federico,Homero Expósito,1943,Odeon 5558 13342,
2,A bailar,Orquesta José Basso,Alfredo Belusi,1967,Buenos Aires,Tango,Domingo Federico,Homero Expósito,1943,Music Hall 2136,
3,A bailarlo,Orquesta Ricardo Pedevilla,Instrumental,1952-05-06,Buenos Aires,Tango,José Dames,,,Pampa 14035-B,7051
4,A Belisario Roldán,Orquesta Pedro Laurenz,Instrumental,1953-06-25,Buenos Aires,Tango,Enrique Forte,,,Pampa 14149 MAI 1163,
5,A Carlitos Solé,Orquesta Orlando Romanelli,Raúl Soler,1978,Montevideo,Tango,Orlando Romanelli,Florencio Napoli Mañosas,,,7028
6,A Cátulo Castillo,,Susana Rinaldi,1976,Buenos Aires,Tango,Eladia Blázquez,Eladia Blázquez,,Diorama 19.004,3636
7,A cielo partido,Orquesta dirigida por: Gabriel Clenar,Roque Catalano,2015,Buenos Aires,Tango,Marta Pizzo,Marta Pizzo,2008,MP 73713,7541
8,A contramano,,Carlos Gardel,1929-03-01,París,Tango,Luis Teisseire,Juan Andrés Caruso,1928,Odeon 18268 KI-2248/2,7574
9,A Don Javier,Orquesta Roberto Zanoni,Carlos Boledi,1985,Buenos Aires,Tango,Roberto Zanoni,Roberto Vidal,1984,Almalí,7543
10,A Evaristo Carriego,,Instrumental,2001-05-01,Buenos Aires,Tango,Eduardo Rovira,,,Particular C-CD-01 En vivo,1743
11,A Evaristo Carriego,Orquesta Osvaldo Pugliese,Instrumental,1985-12-26,Buenos Aires,Tango,Eduardo Rovira,,,Odeon En el Colón,
12,A Evaristo Carriego,Orquesta Osvaldo Pugliese,Instrumental,1989-06-26,Amsterdam,Tango,Eduardo Rovira,,,Odeon,
13,A Evaristo Carriego,Orquesta Osvaldo Pugliese,Instrumental,1969,Buenos Aires,Tango,Eduardo Rovira,,,Philips 82229 08.1969,
14,A fuego lento,Orquesta Osvaldo Piro,Instrumental,1979-02-07,Buenos Aires,Tango,Horacio Salgán,,,RCA-Victor AVS-4630,
15,A fuego lento,Orquesta Aníbal Troilo,Instrumental,1955,Buenos Aires,Tango,Horacio Salgán,,,T.K. S 5420 1086,
16,A fuego lento,Orquesta Horacio Salgán,Instrumental,1964,Buenos Aires,Tango,Horacio Salgán,,,Philips 8201,1460
17,A fuego lento,Quinteto Osvaldo Piro,Instrumental,1986,Paris,Tango,Horacio Salgán,,,Attack Y23,
18,A Guaminí,Orquesta de cuerdas de José Canet,Nelly Omar,1979,Buenos Aires,Vals,Nelly Omar,Nelly Omar,,Embassy 90.033,
19,A Homero,Orquesta Aníbal Troilo,Roberto Goyeneche,1961-08-18,Buenos Aires,Tango,Aníbal Troilo,Cátulo Castillo,,RCA-Victor AVL-3416 2665,
20,A Homero,Orquesta Osvaldo Requena,Roberto Rufino,1973,Buenos Aires,Tango,Aníbal Troilo,Cátulo Castillo,,Microfón I 457,
21,A Homero,Orquesta Osvaldo Piro,Roberto Achával,1977,Buenos Aires,Tango,Aníbal Troilo,Cátulo Castillo,,RCA-Victor AVS-4489,
22,A Homero,Guitarra de: Analía Rego,Instrumental,2000,Buenos Aires,Tango,Aníbal Troilo,Cátulo Castillo,,Analia Rego AGR682,7165
23,A Horacio Salgán,Orquesta Puglia-Pedroza,Instrumental,1956,Montevideo,Tango,Edgardo Pedroza,,,Sondor,7195
24,A la criolla,Orquesta Alfredo De Angelis,Instrumental,1961-08-15,Buenos Aires,Tango,Francisco García Jiménez,Anselmo Aieta,,Odeon 55554-B 26776,
25,A la D'Arienzo,Orquesta Juan D'Arienzo,Instrumental,1968-09-13,Buenos Aires,Tango,José Reschini,,1968,RCA-Victor AVL-3819 RAAN-8298,7450
26,A la deriva,Orquesta Pedro Maffia,Rafael Cisca,1931,Buenos Aires,Tango,Julio Pollero,Luis Coraggio,1931,Columbia Record 6034-A,
27,A la gran muñeca,Orquesta Alfredo De Angelis,Instrumental,1961-07-28,Buenos Aires,Tango,Jesús Ventura,Miguel Osés,1920,Odeon 52733-B 26695,
28,A la gran muñeca,Orquesta Carlos Di Sarli,Instrumental,1945-08-29,Buenos Aires,Tango,Jesús Ventura,Miguel Osés,1920,RCA-Victor 60-0792 80831,
29,A la gran muñeca,Orquesta Carlos Di Sarli,Instrumental,1954-06-30,Buenos Aires,Tango,Jesús Ventura,Miguel Osés,1920,RCA-Victor 60-1717 S2651,
30,A la gran muñeca,Orquesta Francisco Lomuto,Jorge Omar,1936-01-15,Buenos Aires,Tango,Jesús Ventura,Miguel Osés,1920,RCA-Victor 37871 93079,2346
31,A la gran muñeca,Orquesta Miguel Caló,Roberto Arrieta,1948-01-05,Buenos Aires,Tango,Jesús Ventura,Miguel Osés,1920,Odeon 30021 16832,
32,A la gran muñeca,Orquesta Rodolfo Biagi,Instrumental,1950-04-13,Buenos Aires,Tango,Jesús Ventura,Miguel Osés,1920,Odeon 55099 17620,
33,A la gran muñeca,Orquesta Carlos Di Sarli,Instrumental,1951,Buenos Aires,Tango,Jesús Ventura,Miguel Osés,1920,Music Hall 1001-B BA 1001,1281
34,A la gran muñeca,El cuatro de Pepe Basso-Dir: José Basso,Instrumental,1970,Japón,Tango,Jesús Ventura,Miguel Osés,1920,Music Hall 70730,
35,A la Guardia Imperial,Sexteto José Colángelo,Instrumental,1994,Buenos Aires,Tango,José Colángelo,,,DBN CD-51.292,1142
36,A la Guardia Nueva,,Instrumental,1955,Buenos Aires,Tango,Aníbal Troilo,,,T.K. SF30010 1012,
37,A la Guardia Nueva,,Instrumental,1990,Alemania,Tango,Aníbal Troilo,,,Audité 95.418,6377
38,A la lima y al limón,Orquesta Francisco Canaro,Guillermo Rico,1944-12-06,Buenos Aires,Vals,Rafael De León,Manuel López Quiroga,,Odeon 5258 14287,
39,A la luz del candil,,Carlos Gardel,1927-07-22,Buenos Aires,Tango,Carlos Vicente Geroni Flores,Julio Navarrine,1927,Odeon 18216 1041/1,1448
40,A la luz del candil,Orquesta Carlos Di Sarli,Jorge Durán,1956-09-27,Buenos Aires,Tango,Carlos Vicente Geroni Flores,Julio Navarrine,1927,RCA-Victor 1A-1074 S5143,
41,A la luz del candil,Orquesta Osvaldo Pugliese,Miguel Montero,1954-07-14,Buenos Aires,Tango,Carlos Vicente Geroni Flores,Julio Navarrine,1927,Odeon 55978 19577,
42,A la luz del candil,Orquesta Raúl Garello,Roberto Rufino,1970-11-09,Buenos Aires,Tango,Carlos Vicente Geroni Flores,Julio Navarrine,1927,RCA-Victor CAL-3279 10863,
43,A la luz del candil,Orquesta Ricardo Tanturi,Carlos Ortega,1937-06-23,Buenos Aires,Tango,Carlos Vicente Geroni Flores,Julio Navarrine,1927,Odeon 7130 9078,
44,A la luz del candil,Orquesta Rodolfo Biagi,Carlos Acuña,1943-03-03,Buenos Aires,Tango,Carlos Vicente Geroni Flores,Julio Navarrine,1927,Odeon 5638 12625,
45,A la luz del candil,Orquesta Carlos Di Sarli,Mario Pomar,1952,Buenos Aires,Tango,Carlos Vicente Geroni Flores,Julio Navarrine,1927,Music Hall 1009A BA 1015,
46,A la luz del candil,Orquesta José Basso,Jorge Durán,1962,Buenos Aires,Tango,Carlos Vicente Geroni Flores,Julio Navarrine,1927,Music Hall 12239,
47,A la luz del candil,,Carlos Bermúdez,1970,Ecuador,Tango,Carlos Vicente Geroni Flores,Julio Navarrine,1927,Fadisal,
48,A la mujer argentina,Orquesta José Basso,Floreal Ruiz,1956-07-26,Buenos Aires,Tango,Alejandro Romay,Alejandro Romay,,Odeon 51975 21164,
49,A la mujer argentina,,Nina Miranda,1957,Buenos Aires,Tango,Alejandro Romay,Alejandro Romay,,Odeon,
50,A la parrilla,Orquesta Aníbal Troilo,Instrumental,1949-06-30,Buenos Aires,Tango,Carlos Figari,,,RCA-Victor 60-1805 91321,
51,A la voz de aura,Orquesta Pedro Maffia,Instrumental,1930,Buenos Aires,Ranchera,Benito Varela,,,Brunswick 1422-A,
52,A la voz de aura,Orquesta Pedro Maffia,Instrumental,1930,Buenos Aires,Ranchera,Benito Varela,,,Columbia Record 6020-A,
53,A las estrellas,Orquesta Miguel Caló,Instrumental,1963-06-07,Buenos Aires,Tango,Armando Baliotti,,,Odeon LDI-545 29199,
54,A las siete en el café,Orquesta Ángel D'Agostino,Raúl Aldao,1943-08-10,Buenos Aires,Tango,Armando Baliotti,Santiago Adamini,,RCA-Victor 60-0133 77138,
55,A las siete en el café,Orquesta Miguel Caló,Jorge Ortiz,1943-01-20,Buenos Aires,Tango,Armando Baliotti,Santiago Adamini,,Odeon 8373 12498,1458
56,A Leopoldo Federico,,Carlos Morel,2009,Buenos Aires,Tango,"Ana María Marzábal, Oscar Fresedo","Ana María Marzábal, Oscar Fresedo",,EPSA Music 1112-02,7097
57,A Leopoldo Federico,Bandoneón de Leopoldo Federico,Ana María Marzábal,2012,Buenos Aires,Tango,"Ana María Marzábal, Oscar Fresedo","Ana María Marzábal, Oscar Fresedo",,Fonocal,7225
58,A lo Megata,Orquesta José Colángelo,Ikuo Abo,,,Tango,Edmundo Rivero,Luis Alposta,,,506
59,A lo mejor quién te dice,Orquesta José García,Alfredo Rojas,1942-10-27,Buenos Aires,Tango,Domingo Varela Conte,Celedonio Flores,,Odeon 7406 12311,
60,A los amigos,Orquesta Francini-Pontier,Instrumental,1950-06-01,Buenos Aires,Tango,Armando Pontier,,,RCA-Victor 60-1980 93742,1522
61,A los amigos,Orquesta Osvaldo Pugliese,Instrumental,1960-07-15,Buenos Aires,Tango,Armando Pontier,,,Odeon 52629 25554,
62,A los amigos bandoneonistas,Cuarteto Roberto Pérez Prechi,Instrumental,,,Tango,"Roberto Pérez Prechi, Ernesto Baffa",,,,6386
63,A los artistas plásticos,Orquesta Osvaldo Pugliese,Instrumental,1964,Buenos Aires,Tango,Osvaldo Pugliese,,,Philips 82081 10.1965,
64,A los payadores,,Nelly Omar,1997-11-12,Buenos Aires,Vals,Gabriel Clausi,Mario César Gomila,,Magenta 512.510,
65,A Magaldi,Orquesta Alfredo De Angelis,"Carlos Dante, Julio Martel",1947-10-21,Buenos Aires,Vals,"Carlos Dante, Pedro Noda",Juan Tiggi,,Odeon 30411-B 16757,
66,A Martín Fierro,Orquesta Miguel Caló,Instrumental,1943-03-18,Buenos Aires,Tango,Francisco Federico,,,Odeon 8375 12652,
67,A media luz,Orquesta Alfredo De Angelis,Instrumental,1956-08-16,Buenos Aires,Tango,Edgardo Donato,Carlos Lenzi,1924,Odeon 52017-B 21236,
68,A media luz,Orquesta Alfredo Gobbi,Instrumental,1955-06-30,Buenos Aires,Tango,Edgardo Donato,Carlos Lenzi,1924,RCA-Victor 68-2162 SO4062,
69,A media luz,Orquesta Donato Racciatti,Nina Miranda,,,Tango,Edgardo Donato,Carlos Lenzi,1924,,
70,A media luz,Orquesta José Basso,Francisco Fiorentino,1949-09-16,Buenos Aires,Tango,Edgardo Donato,Carlos Lenzi,1924,Odeon 30754 17423,
71,A media luz,Cuarteto Juan Cambareri,Instrumental,,,Tango,Edgardo Donato,Carlos Lenzi,1924,,628
72,A media luz,Orquesta Miguel Caló,Instrumental,1964-04-24,Buenos Aires,Tango,Edgardo Donato,Carlos Lenzi,1924,Odeon DTOA-2097 30048,
73,A media luz,,Carlos Gardel,1926,Buenos Aires,Tango,Edgardo Donato,Carlos Lenzi,1924,Odeon 18179 4338,1368
74,A media luz,Orquesta Miguel Caló,"Raúl Del Mar, Héctor Gagliardi",1965,Colombia,Tango,Edgardo Donato,Carlos Lenzi,1924,,
75,A media luz,Orquesta Miguel Caló,Lucho Gatica,1965,Chile,Tango,Edgardo Donato,Carlos Lenzi,1924,Odeon LDM-8166,
76,A media luz,Orquesta José Basso,Instrumental,1970,Buenos Aires,Tango,Edgardo Donato,Carlos Lenzi,1924,Almalí 30007,
77,A media luz,Orquesta Jorge Dragone,Enzo Valentino,1995,Buenos Aires,Tango,Edgardo Donato,Carlos Lenzi,1924,EMI 854008-2 (CD),
78,A mi barrio,,Miguel Ángel Córdoba,2012,Buenos Aires,Tango,Miguel Ángel Córdoba,Norma Montenegro,,Independiente,7191
79,A mi calle,Guitarra de Quique Rassetto,Alejandro D'Angelo,2011,Buenos Aires,Tango,Quique Rassetto,Marta Pizzo,1994,,7127
80,A mí dejame en mi barrio,Orquesta Pedro Laurenz,Juan Carlos Casas,1942-10-20,Buenos Aires,Tango,Francisco Amor,Francisco Amor,,RCA-Victor 39635 84011,
81,A mi esposa (Para Manuela),Trío StazoMayor- Luis Stazo,Instrumental,2007,Alemania,Tango,Luis Stazo,,,Fearless Records F-2007002,6364
82,A mi hijo [b],Conjunto Georgina Vargas,Georgina Vargas,,,Tango,Georgina Vargas,Georgina Vargas,,,7442
83,A mi madre (Con los amigos),,Carlos Gardel,1930-05-22,Buenos Aires,Canción,"Carlos Gardel, José Razzano",Sebastián Alfredo Robles,,Odeon 18817 5615/1,3696
84,A mi madre (Con los amigos),Orquesta Ricardo Tanturi,Alberto Castillo,1943-03-02,Buenos Aires,Canción,"Carlos Gardel, José Razzano",Sebastián Alfredo Robles,,RCA-Victor 60-0025 84241,
85,A mi madre [b],Orquesta Francini-Pontier,Roberto Rufino,1948-05-10,Buenos Aires,Vals,Francisco Peña,Francisco Peña,,RCA-Victor 60-1592 83914,2805
86,A mí me copa el tango,Orquesta Osvaldo Pugliese,Abel Córdoba,1982-11-15,Buenos Aires,Tango,Diana Mireya Claret,Renée Carmen Díaz,,Odeon 46582,
87,"A mí me gusta, ¿a usted?",Orquesta Miguel Caló,Instrumental,1972,Buenos Aires,Tango,"Miguel Caló, Orlando Trípodi",,,Embassy 70001,
88,A mí me llaman Juan Tango,Orquesta Carlos Di Sarli,Roberto Rufino,1943-11-04,Buenos Aires,Tango,Tito Ribero,Carlos Waiss,1944,RCA-Victor 60-0266 77351,
89,A mí me llaman Juan Tango,Orquesta Miguel Caló,Raúl Iriarte,1943-11-23,Buenos Aires,Tango,Tito Ribero,Carlos Waiss,1944,Odeon 8382 13288,
90,A mí no me den consejos,Orquesta Francisco Canaro,Charlo,1930-03-16,Buenos Aires,Tango,"Francisco Canaro, Luis Riccardi",Juan Andrés Caruso,1930,Odeon 16246 5239,2663
91,A mí no me hablen de tango,Orquesta Aníbal Troilo,Roberto Goyeneche,1963-04-23,Buenos Aires,Tango,Juan José Paz,José María Contursi,,RCA-Victor 31A 4209 3796,
92,A mí no me hablen de tango,Orquesta Carlos Figari,Tita Merello,1969-10-22,Buenos Aires,Tango,Juan José Paz,José María Contursi,,Odeon,
93,A mí no me hablen de tango,Orquesta Richard Cappz,Esteban Riera,2015,Buenos Aires,Tango,Juan José Paz,José María Contursi,,Riera & Groppo,7475
94,A mí no me hablen de tango,Orquesta Osvaldo Piro,Alberto Hidalgo,1968,Buenos Aires,Tango,Juan José Paz,José María Contursi,,Philips 82225,
95,A mí no me interesa,Orquesta Rodolfo Biagi,Andrés Falgás,1940-04-12,Buenos Aires,Tango,Marcos Larrosa,Alfredo Defilpo,,Odeon 5612 10407,
96,A mi padre,Orquesta Alfredo De Angelis,Oscar Larroca,1955-11-02,Buenos Aires,Vals,Héctor Marcó,Héctor Marcó,1955,Odeon 51828-B 20541,
97,A mi vieja,Orquesta Juan D'Arienzo,Armando Laborde,1968-08-27,Buenos Aires,Tango,Juan Carlos Cañete Munho,Juan Carlos Cañete Munho,,RCA-Victor AVL-3819 RAAN-8271,
98,A mi violín corneta,Orquesta Luis Stazo,Marcelo Biondini,1975,Buenos Aires,Tango,Julio De Caro,Cátulo Castillo,1975,Fermata SLF-2005,7223
99,A mi zaino (Biguá),Orquesta José Arturo Severino,Instrumental,1918,Buenos Aires,Tango,Domingo Santa Cruz,,,Victor 69723,7006
100,A mis compañeros,Orquesta Osvaldo Pugliese,Instrumental,1956-01-31,Buenos Aires,Tango,Osvaldo Ruggiero,,,Odeon 51883 20770,
101,A mis manos,Orquesta Alfredo Gobbi,Alfredo Del Río,1955-03-28,Buenos Aires,Milonga,Alfredo Gobbi,Julio Camilloni,,RCA-Victor 68-2061 SO3756,1945
102,A mis pagos voy,Orquesta José Basso,"Alfredo Belusi, Carlos Rossi",1967,Buenos Aires,Tango,Luis Savastano,Eduardo Pedrotta,,Music Hall 2045,
103,A mis viejos,Orquesta Aníbal Troilo,Instrumental,1963-04-25,Buenos Aires,Tango,Osvaldo Berlingieri,,,RCA-Victor AVL-3461 3809,
104,A mis viejos,Cuarteto Luis Rizzo,Instrumental,1990,Italia,Tango,Osvaldo Berlingieri,,,Materiali Sonori 90025,7217
105,A mucha honra,Orquesta Miguel Caló,Luis Correa,1963-12-04,Buenos Aires,Tango,"Américo Pinella, Luis Stazo",Ernesto Cardenal,,Odeon DTOA-2083 29702,
106,A mucha honra,Orquesta Miguel Caló,Luis Correa,1963-12-04,Buenos Aires,Tango,"Américo Pinella, Luis Stazo",Ernesto Cardenal,,Odeon DTOA-2083 29702,
107,A otra cosa che pebeta,Orquesta Ricardo Tanturi,Alberto Castillo,1943-03-02,Buenos Aires,Tango,Ricardo Tanturi,Enrique Cadícamo,,RCA-Victor 60-0014 84240,
108,A pan y agua,Orquesta Ángel D'Agostino,Ángel Vargas,1945-10-02,Buenos Aires,Tango,Juan Carlos Cobián,Enrique Cadícamo,,RCA-Victor 60-0769 80833,649
109,A pan y agua,Orquesta Ángel Vargas dir: Armando Lacava,Ángel Vargas,1953-01-26,Buenos Aires,Tango,Juan Carlos Cobián,Enrique Cadícamo,,RCA-Victor 68-0573 SO-0367,
110,A Pedro Maffia,Cuarteto Aníbal Troilo,Instrumental,1968-09-11,Buenos Aires,Tango,Aníbal Troilo,,,RCA-Victor AVL-3871 8301,
111,A Pedro Maffia,,Instrumental,1953,Buenos Aires,Tango,Aníbal Troilo,,,T.K. SF30004 637,1740
112,A pesar de todo [b],,Marián Farías Gómez,2016,Buenos Aires,Canción,Eladia Blázquez,Eladia Blázquez,,Acqua Records AQ469,7637
113,A qué has venido,Orquesta Ricardo Brignolo,Luis Díaz,,,Tango,Juan Epumer,Emilio Magaldi,,,7052
114,A quién le puede importar,Orquesta Ángel D'Agostino,Ángel Vargas,1945-08-07,Buenos Aires,Tango,Mariano Mores,Enrique Cadícamo,,RCA-Victor 60-0749 80758,
115,A quién le puede importar,Orquesta Típica Porteña Raúl Garello,Floreal Ruiz,1977,Buenos Aires,Tango,Mariano Mores,Enrique Cadícamo,,RCA-Victor,497
116,A Roberto Peppe,Orquesta Osvaldo Pugliese,Instrumental,1956-03-20,Buenos Aires,Tango,Esteban Gilardi,,,Odeon 51912 20836,
117,A San Telmo,,Instrumental,2006,Buenos Aires,Tango,"Roberto Grela, Héctor Ayala",,,Nuestras Guitarras NG007,5134
118,A seguirla bandoneón,Orquesta Víctor D'Amario,Alfredo Dalton,1986,Buenos Aires,Tango,"Víctor D'Amario, Alfredo Dalton",Jorge Moreira,,Almalí 25034,1122
119,A su memoria,Orquesta Alfredo De Angelis,Carlos Dante,1947-04-23,Buenos Aires,Vals,Antonio Sureda,Homero Manzi,,Odeon 30407-B 16412,
120,A su memoria,Trío Antonio Sureda,Santiago Devin,1931-12-17,Buenos Aires,Vals,Antonio Sureda,Homero Manzi,,Odeon 7890,3799
121,A su memoria,Orquesta Francini-Pontier,Roberto Rufino,1947-03-05,Buenos Aires,Vals,Antonio Sureda,Homero Manzi,,RCA-Victor 60-1246 83300,
122,A suerte y verdad,Orquesta Rodolfo Biagi,Carlos Acuña,1944-08-11,Buenos Aires,Tango,Carlos Parodi,Carlos Waiss,1944,Odeon 5646 14023,
123,A través de los años,Orquesta Pedro Maffia,Félix Gutiérrez,1934-10-04,Buenos Aires,Tango,Pedro Maffia,Homero Manzi,,RCA-Victor 37662,4522
124,A tu memoria madrecita,Orquesta Alfredo De Angelis,Juan Carlos Godoy,1959-11-20,Buenos Aires,Vals,Alberto Cosentino,Alberto Cosentino,,Odeon 52587-A 24729,
125,A tu recuerdo,Orquesta Alfredo De Angelis,Carlos Dante,1954-11-25,Buenos Aires,Tango,Guillermo Vilar,Pedro Blasco,,Odeon 51641-A 19824,
126,A un artista del pueblo,Orquesta Osvaldo Pugliese,Instrumental,1980-06-03,Buenos Aires,Tango,Arturo Penón,,,Odeon 6160 45262,
127,A un gran amor,Orquesta Alfredo De Angelis,Carlos Aguirre,1971-04-25,Buenos Aires,Tango,Wenceslao Cinosi,Carlos Russo,,Odeon 51016-B 39280,
128,A un semejante,Conjunto Mario Menéndez,María José Mentana,1998-07-03,Caracas,Tango,Eladia Blázquez,Eladia Blázquez,,RO&FC GV-990353,2029
129,A una mujer,,Carmen Duval,1940-07-01,Buenos Aires,Vals,Horacio Salgán,Carmelo Volpe,,RCA-Victor 39018,
130,A una mujer,Orquesta Raúl Garello,Roberto Rufino,1970-10-26,Buenos Aires,Vals,Horacio Salgán,Carmelo Volpe,,RCA-Victor CAL-3279 10852,
131,A unos ojos,Orquesta Aníbal Troilo,"Edmundo Rivero, Aldo Calderón",1949-03-31,Buenos Aires,Vals,"Hernán Videla Flores, Carlos Montbrun Ocampo",Hernán Videla Flores,,RCA-Victor 60-1782 91268,
132,A unos ojos,Guitarras José Canet,Guillermo Rico,1973,Buenos Aires,Vals,"Hernán Videla Flores, Carlos Montbrun Ocampo",Hernán Videla Flores,,RCA-Victor,
133,A unos ojos,Cuarteto Orlando Trípodi,Rosanna Falasca,1982,Buenos Aires,Vals,"Hernán Videla Flores, Carlos Montbrun Ocampo",Hernán Videla Flores,,Polydor,
134,A unos ojos,Bandoneon de Antonio Pisano,Jorge Dobalo,2005,Buenos Aires,Vals,"Hernán Videla Flores, Carlos Montbrun Ocampo",Hernán Videla Flores,,Particular,6433
135,A usted señorita,Orquesta Alfredo De Angelis,Alberto Cuello,1966-10-31,Buenos Aires,Tango,Osvaldo Rizzo,Félix Rosario Arena,1966,Odeon 2205-B 32951,
136,A Villoldo,Orquesta Miguel Caló,Instrumental,1969-05-15,Buenos Aires,Tango,Armando Lacava,,,Odeon LDB-175 35750,
137,Abandonada,Orquesta Francisco Canaro,Ernesto Famá,1939-09-11,Buenos Aires,Tango,Francisco Canaro,Manuel Romero,,,588
138,Abandono,,Mercedes Simone,1938-03-29,Buenos Aires,Tango,Pedro Maffia,Homero Manzi,,Odeon,1425
139,Abandono,Orquesta Pedro Laurenz,Héctor Farrel,1937-09-24,Buenos Aires,Tango,Pedro Maffia,Homero Manzi,,RCA-Victor 38284 93914,
140,Abandono,Orquesta Carlos García,Oscar Alonso,1974,Buenos Aires,Tango,Pedro Maffia,Homero Manzi,,RCA-Victor LZ-1299 CAAY-4426,
141,Abransen las pulperías,Orquesta Ángel D'Agostino,Tino García,1952-08-20,Buenos Aires,Tango,"Ángel D'Agostino, Alfredo Attadía",Mario Soto,,RCA-Victor 68-0376 SO-0066,
142,Abrazo fraternal,Orquesta Osvaldo Pugliese,"Jorge Maciel, Abel Córdoba",1964,Buenos Aires,Tango,Arturo Penón,Vicente Demarco,,Philips 82081 10.1965,
143,Abril en mi ciudad,Orquesta Raúl Garello,Eladia Blázquez,,,Tango,Emilio Balcarce,Eladia Blázquez,,,3833
144,Absurdo,Guitarras Juanjo Domínguez,Adriana Varela,1998,Buenos Aires,Vals,Virgilio Expósito,Homero Expósito,,ND CDND-447 Más tango,
145,Absurdo,,Celia Saia,2004,Buenos Aires,Vals,Virgilio Expósito,Homero Expósito,,Particular 28424,6287
146,Abuela,Orquesta Alfredo De Angelis,"Juan Carlos Godoy, Lalo Martel",1959-12-21,Buenos Aires,Tango,Hipólito Caron,Ricardo Otero,,Odeon 52567-B 24826,
147,Abuelito,Orquesta Armando Pontier,Julio Sosa,1957-09-28,Buenos Aires,Tango,Alberto Laporte,"Carlos Cabral, Eduardo Trongé",1926,CBS-Columbia 8511 1245,
148,Abuelito,,Carlos Gardel,1927-02-18,Buenos Aires,Tango,Alberto Laporte,"Carlos Cabral, Eduardo Trongé",1926,Odeon 18203-B E-275/1,7291
149,Aclaremos,Orquesta Juan D'Arienzo,Armando Laborde,1956-08-23,Buenos Aires,Tango,José Raúl Iglesias,José Raúl Iglesias,,RCA-Victor 1A-1065 5086,
150,Acompañada y sola,Guitarra de Mony López,Laura Del Río,2009,Buenos Aires,Canción,Chico Novarro,Chico Novarro,,,7649
151,Aconsejando,Orquesta Miguel Caló,Roberto Luque,1963-12-04,Buenos Aires,Tango,Fortunata Levantón Rodiño,J. A. Piaggio,,Odeon DTOA-2083 29701,
152,Acordándome de vos,Orquesta Aníbal Troilo,Francisco Fiorentino,1942-07-23,Buenos Aires,Vals,Aníbal Troilo,Enrique Dizeo,,RCA-Victor 39675 69824,
153,Acordate de tu vieja,Orquesta Pedro Maffia,Instrumental,1930,Buenos Aires,Tango,Alberto Tavarozzi,,,Columbia Record 6010-A,
154,Acordes porteños,Orquesta Alfredo De Angelis,Julio Martel,1945-05-04,Buenos Aires,Tango,Francisco Laino,Francisco Laino,,Odeon 3784-A 14607,
155,Acquaforte,Orquesta Osvaldo Pugliese,Miguel Montero,1958-07-23,Buenos Aires,Tango,Horacio Pettorossi,Juan Carlos Marambio Catán,1932,Odeon 52381 23241,15
156,Acquaforte,,Carlos Gardel,1933-02-22,Buenos Aires,Tango,Horacio Pettorossi,Juan Carlos Marambio Catán,1932,Odeon 18880 7351/1,7575
157,Acquaforte,,Luis Cardei,2000,Buenos Aires,Tango,Horacio Pettorossi,Juan Carlos Marambio Catán,1932,DBN CD-51686,
158,Acuarela del Brasil (Aquarela do Brasil),Orquesta Miguel Caló,Instrumental,1959,Brasil,Arr. en tango,Ary Barroso,,,Odeon LDM-8143 12145,
159,Acuarelita del arrabal,,Carlos Gardel,1925,Buenos Aires,Tango,Cátulo Castillo,José González Castillo,1925,Odeon 18137 3010/1,6220
160,Acuérdate de mí [b],Orquesta Carlos Di Sarli,Jorge Durán,1946-08-29,Buenos Aires,Vals,Alfredo Cucci,Héctor Marcó,1944,RCA-Victor 60-1035 82311,
161,Adiós,Orquesta Miguel Caló,Alberto Marino,1967-06-05,Buenos Aires,Tango,Mariano Mores,"Pierre Cour, Alberto Laureano Martínez",,Odeon LDB-126 33499,
162,Adiós,Orquesta Radio El Mundo - Dir: Juan Larenza,Aída Denis,1967,Buenos Aires,Tango,Mariano Mores,"Pierre Cour, Alberto Laureano Martínez",,Toma radial,6964
163,Adiós,Orquesta Miguel Ángel Bertero,Instrumental,2010,Buenos Aires,Tango,Mariano Mores,"Pierre Cour, Alberto Laureano Martínez",,RCA-Sony Music 8869 775059 2,7122
164,Adiós adiós,Orquesta Alfredo De Angelis,"Carlos Dante, Oscar Larroca",1955-07-13,Buenos Aires,Vals,Alfredo Pelaia,Alfredo Pelaia,,Odeon 51775-A 20263,
165,Adiós adiós adiós,,Roberto Rufino,1960-03-31,Buenos Aires,Bolero,Roberto Cantoral,Roberto Cantoral,,RCA-Victor No editado 1704,
166,Adiós amigo,Orquesta Pedro Maffia,Instrumental,1929,Buenos Aires,Tango,G. Gatto,,,Brunswick 1412 414,
167,Adiós amigo,Orquesta Pedro Maffia,Luis Díaz,1930,Buenos Aires,Tango,G. Gatto,,,Brunswick 1421-A 628,
168,Adiós Arolas (Se llamaba Eduardo Arolas),Orquesta Ángel D'Agostino,Rubén Cané,1953-08-10,Buenos Aires,Tango,Ángel D'Agostino,Enrique Cadícamo,1949,RCA-Victor 68-0974 SO-1085,
